"","count","gene","sample","ind","time","region","APA","strained","group"
"444",209,"rpl19","51","BL14","AM","CA1","control","wt","3"
"445",244,"rpl19","53","BL6","AM","CA1","control","wt","3"
"446",221,"rpl19","53","BL6","AM","CA1","control","wt","3"
"447",188,"rpl19","53","BL6","AM","CA1","control","wt","3"
"448",1157,"rpl19","54","ab","AM","CA1","control","wt","2"
"449",1122,"rpl19","54","ab","AM","CA1","control","wt","2"
"450",1107,"rpl19","54","ab","AM","CA1","control","wt","2"
"451",1227,"rpl19","2","a wt","AM","CA1","trained","wt","4"
"452",1209,"rpl19","2","a wt","AM","CA1","trained","wt","4"
"453",1157,"rpl19","2","a wt","AM","CA1","trained","wt","4"
"454",214,"rpl19","35","BL11","AM","CA1","trained","wt","5"
"455",191,"rpl19","35","BL11","AM","CA1","trained","wt","5"
"456",194,"rpl19","35","BL11","AM","CA1","trained","wt","5"
"457",330,"rpl19","36","BL7","AM","CA1","trained","wt","5"
"458",326,"rpl19","36","BL7","AM","CA1","trained","wt","5"
"459",262,"rpl19","36","BL7","AM","CA1","trained","wt","5"
"460",57,"rpl19","37","BL2","AM","CA1","trained","wt","5"
"461",43,"rpl19","37","BL2","AM","CA1","trained","wt","5"
"462",70,"rpl19","37","BL2","AM","CA1","trained","wt","5"
"463",211,"rpl19","39","BL19","PM","CA1","trained","wt","5"
"464",116,"rpl19","39","BL19","PM","CA1","trained","wt","5"
"465",118,"rpl19","39","BL19","PM","CA1","trained","wt","5"
"466",105,"rpl19","40","BL3","AM","CA1","trained","wt","5"
"467",97,"rpl19","40","BL3","AM","CA1","trained","wt","5"
"468",96,"rpl19","40","BL3","AM","CA1","trained","wt","5"
"469",186,"rpl19","41","BL13","PM","CA1","trained","wt","5"
"470",238,"rpl19","41","BL13","PM","CA1","trained","wt","5"
"471",188,"rpl19","41","BL13","PM","CA1","trained","wt","5"
"472",83,"rpl19","46","BL1","AM","CA1","trained","wt","5"
"473",105,"rpl19","46","BL1","AM","CA1","trained","wt","5"
"474",105,"rpl19","46","BL1","AM","CA1","trained","wt","5"
"475",1368,"rpl19","47","BL15","PM","CA1","trained","wt","5"
"476",1119,"rpl19","47","BL15","PM","CA1","trained","wt","5"
"477",1208,"rpl19","47","BL15","PM","CA1","trained","wt","5"
"478",726,"rpl19","48","BL9","AM","CA1","trained","wt","5"
"479",701,"rpl19","48","BL9","AM","CA1","trained","wt","5"
"480",633,"rpl19","48","BL9","AM","CA1","trained","wt","5"
"481",43,"rpl19","49","BL5","AM","CA1","trained","wt","5"
"482",59,"rpl19","49","BL5","AM","CA1","trained","wt","5"
"483",41,"rpl19","49","BL5","AM","CA1","trained","wt","5"
"484",453,"rpl19","52","BL17","AM","CA1","trained","wt","5"
"485",469,"rpl19","52","BL17","AM","CA1","trained","wt","5"
"486",459,"rpl19","52","BL17","AM","CA1","trained","wt","5"
"487",1227,"rpl19","60","a wt","AM","CA1","trained","wt","4"
"488",1209,"rpl19","60","a wt","AM","CA1","trained","wt","4"
"489",1157,"rpl19","60","a wt","AM","CA1","trained","wt","4"
"490",16,"rpl19","19","BL 8","AM","CA3","control","wt","6"
"491",12,"rpl19","19","BL 8","AM","CA3","control","wt","6"
"492",12,"rpl19","19","BL 8","AM","CA3","control","wt","6"
"493",17,"rpl19","20","BL 14","AM","CA3","control","wt","6"
"494",21,"rpl19","20","BL 14","AM","CA3","control","wt","6"
"495",15,"rpl19","20","BL 14","AM","CA3","control","wt","6"
"496",15,"rpl19","21","BL 4","AM","CA3","control","wt","6"
"497",13,"rpl19","21","BL 4","AM","CA3","control","wt","6"
"498",15,"rpl19","21","BL 4","AM","CA3","control","wt","6"
"499",7,"rpl19","23","BL 6","AM","CA3","control","wt","6"
"500",10,"rpl19","23","BL 6","AM","CA3","control","wt","6"
"501",13,"rpl19","23","BL 6","AM","CA3","control","wt","6"
"502",6,"rpl19","24","BL 18","AM","CA3","control","wt","6"
"503",7,"rpl19","24","BL 18","AM","CA3","control","wt","6"
"504",8,"rpl19","24","BL 18","AM","CA3","control","wt","6"
"505",8,"rpl19","29","BL 10","PM","CA3","control","wt","6"
"506",4,"rpl19","29","BL 10","PM","CA3","control","wt","6"
"507",12,"rpl19","29","BL 10","PM","CA3","control","wt","6"
"508",4,"rpl19","30","BL 12","AM","CA3","control","wt","6"
"509",5,"rpl19","30","BL 12","AM","CA3","control","wt","6"
"510",4,"rpl19","30","BL 12","AM","CA3","control","wt","6"
"511",6,"rpl19","18","BL 9","AM","CA3","trained","wt","7"
"512",4,"rpl19","18","BL 9","AM","CA3","trained","wt","7"
"513",3,"rpl19","18","BL 9","AM","CA3","trained","wt","7"
"514",15,"rpl19","22","BL 19","PM","CA3","trained","wt","7"
"515",8,"rpl19","22","BL 19","PM","CA3","trained","wt","7"
"516",10,"rpl19","22","BL 19","PM","CA3","trained","wt","7"
"517",17,"rpl19","25","BL 11","AM","CA3","trained","wt","7"
"518",17,"rpl19","25","BL 11","AM","CA3","trained","wt","7"
"519",16,"rpl19","25","BL 11","AM","CA3","trained","wt","7"
"520",3,"rpl19","26","BL 3","AM","CA3","trained","wt","7"
"521",4,"rpl19","26","BL 3","AM","CA3","trained","wt","7"
"522",10,"rpl19","26","BL 3","AM","CA3","trained","wt","7"
"523",6,"rpl19","27","BL 5","AM","CA3","trained","wt","7"
"524",3,"rpl19","27","BL 5","AM","CA3","trained","wt","7"
"525",9,"rpl19","27","BL 5","AM","CA3","trained","wt","7"
"526",2,"rpl19","28","BL 13","PM","CA3","trained","wt","7"
"527",5,"rpl19","28","BL 13","PM","CA3","trained","wt","7"
"528",1,"rpl19","28","BL 13","PM","CA3","trained","wt","7"
"529",39,"rpl19","31","BL 15","PM","CA3","trained","wt","7"
"530",38,"rpl19","31","BL 15","PM","CA3","trained","wt","7"
"531",31,"rpl19","31","BL 15","PM","CA3","trained","wt","7"
"532",20,"rpl19","32","BL 7","AM","CA3","trained","wt","7"
"533",32,"rpl19","32","BL 7","AM","CA3","trained","wt","7"
"534",25,"rpl19","32","BL 7","AM","CA3","trained","wt","7"
"535",14,"rpl19","33","BL 1","AM","CA3","trained","wt","7"
"536",15,"rpl19","33","BL 1","AM","CA3","trained","wt","7"
"537",14,"rpl19","33","BL 1","AM","CA3","trained","wt","7"
"538",16,"rpl19","34","BL 2","AM","CA3","trained","wt","7"
"539",18,"rpl19","34","BL 2","AM","CA3","trained","wt","7"
"540",10,"rpl19","34","BL 2","AM","CA3","trained","wt","7"
