* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 04-04-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-04-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-04-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-04-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-04-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-04-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-04-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-04-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-04-2016
* Calibration ROI is expired  = No
* Calibration ROI performed on = 04-04-2016
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 04-04-2016
* Chemistry = SYBR_GREEN
* Date Created = 2016-07-20 13:59:46 PM EDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\molecularGroup\2016-07-20_115248_ShaynNicole_CREB_PkcZ_Htt.eds
* Experiment Name = 2016-07-20_115248_ShaynNicole_CREB_PkcZ_Htt
* Experiment Run End Time = 2016-07-20 21:42:08 PM EDT
* Experiment Type = Standard Curve
* Instrument Name =       272310148
* Instrument Serial Number = 272310148
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	MTP	HIGHSD	Tm1	Tm2	Tm3	Tm4
61	F1	false		NicoleCREB	STANDARD	SYBR	None	31.733	31.096	0.611	1.000			30.476	0.986	-3.556	91.066	true	1.317	true	3	24	Amp		0.991	N	Y	81.027			
62	F2	false		NicoleCREB	STANDARD	SYBR	None	30.516	31.096	0.611	1.000			30.476	0.986	-3.556	91.066	true	1.317	true	3	22	Amp		0.989	N	Y	80.888			
63	F3	false		NicoleCREB	STANDARD	SYBR	None	31.040	31.096	0.611	1.000			30.476	0.986	-3.556	91.066	true	1.317	true	3	23	Amp		0.990	N	Y	80.888			
64	F4	false		NicolePkcZ	STANDARD	SYBR	None	32.690	32.453	0.810	1.000			31.567	0.975	-3.757	84.589	true	0.630	true	3	26	Amp		0.994	N	Y	86.737			
65	F5	false		NicolePkcZ	STANDARD	SYBR	None	31.551	32.453	0.810	1.000			31.567	0.975	-3.757	84.589	true	0.630	true	3	24	Amp		0.995	N	Y	86.876			
66	F6	false		NicolePkcZ	STANDARD	SYBR	None	33.118	32.453	0.810	1.000			31.567	0.975	-3.757	84.589	true	0.630	true	3	26	Amp		0.993	N	Y	87.015			
67	F7	false		ShaynCREB	STANDARD	SYBR	None	31.166	31.526	0.423	1.000			30.603	0.976	-3.677	87.061	true	1.319	true	3	23	Amp		0.992	N	N	80.888			
68	F8	false		ShaynCREB	STANDARD	SYBR	None	31.422	31.526	0.423	1.000			30.603	0.976	-3.677	87.061	true	1.319	true	3	23	Amp		0.992	N	N	81.027			
69	F9	false		ShaynCREB	STANDARD	SYBR	None	31.992	31.526	0.423	1.000			30.603	0.976	-3.677	87.061	true	1.319	true	3	24	Amp		0.995	N	N	81.027			
70	F10	false		ShaynHtt	STANDARD	SYBR	None	34.163	34.079	0.087	1.000			33.794	0.998	-4.413	68.501	true	0.939	true	3	25	Amp		0.978	N	N	85.484			
71	F11	false		ShaynHtt	STANDARD	SYBR	None	34.085	34.079	0.087	1.000			33.794	0.998	-4.413	68.501	true	0.939	true	3	25	Amp		0.982	N	N	85.484			
